Brand,Price,Horsepower,Fuel Efficiency,encoded_brand,scaled_fuel_efficieny,scaled_horsepower,scaled_encoded_brand,Performance_Index
Brand Z,30088,402,19.9,7,0.39599999999999996,0.755,0.75,0.009550983780909333
Brand D,33151,312,20.9,9,0.43599999999999994,0.53,1.0,0.006777171126059545
Brand D,80454,206,28.8,9,0.752,0.265,1.0,0.001899719094140751
Brand Y,71350,284,13.0,3,0.12,0.46,0.25,0.002840925017519271
Brand B,69759,168,19.3,5,0.37200000000000005,0.17,0.5,0.0017688040252870597
Brand E,42066,318,15.8,2,0.23200000000000004,0.545,0.125,0.0054043645699614895
Brand X,52478,419,10.2,8,0.007999999999999972,0.7975,0.875,0.005647318876481572
Brand C,94362,310,31.5,6,0.86,0.525,0.625,0.0023998007672580064
Brand C,64771,235,30.6,6,0.8240000000000001,0.3375,0.625,0.0026814469438483273
Brand Z,59836,127,33.6,7,0.9440000000000001,0.0675,0.75,0.001654188114178755
Brand E,39299,243,20.4,2,0.4159999999999999,0.3575,0.125,0.00448408356446729
Brand Z,87596,389,12.5,7,0.1,0.7225,0.75,0.0031513996072880033
Brand B,77967,270,30.8,5,0.8320000000000001,0.425,0.5,0.0025426141829235447
Brand B,55381,377,12.2,5,0.08799999999999997,0.6925,0.5,0.004831259818349253
Brand Y,55965,235,30.8,3,0.8320000000000001,0.3375,0.25,0.003104440275171983
Brand E,61863,255,31.0,2,0.84,0.3875,0.125,0.003035740264778624
Brand A,81083,218,34.7,4,0.9880000000000001,0.295,0.375,0.0020104090869849413
Brand X,80095,279,12.4,8,0.09600000000000002,0.4475,0.875,0.0024847993008302637
Brand X,40851,181,23.8,8,0.552,0.2025,0.875,0.003276296785880394
Brand Y,58857,214,33.7,3,0.9480000000000001,0.285,0.25,0.002716924070204054
Brand E,68112,287,16.2,2,0.24799999999999997,0.4675,0.125,0.003020906741836974
Brand E,91467,130,21.3,2,0.452,0.075,0.125,0.0010647555949140127
Brand B,77901,496,25.3,5,0.612,0.99,0.5,0.004554370290496912
Brand E,34066,433,17.5,2,0.3,0.8325,0.125,0.009051546997005812
Brand A,90869,486,24.6,4,0.5840000000000001,0.965,0.375,0.0038250668544828267
Brand X,38678,459,11.2,8,0.04799999999999997,0.8975,0.875,0.008393919023734422
Brand D,50029,177,26.6,9,0.664,0.1925,1.0,0.0026360710787743107
Brand Z,83571,344,18.6,7,0.3440000000000001,0.61,0.75,0.002948151870864295
Brand Y,72656,415,26.1,3,0.644,0.7875,0.25,0.004106061440211407
Brand D,44106,210,16.8,9,0.272,0.275,1.0,0.0034471500476125697
Brand Y,71306,369,15.6,3,0.22399999999999998,0.6725,0.25,0.0036880486915547082
Brand A,36515,126,29.2,4,0.768,0.065,0.375,0.0026553471176228947
Brand B,86054,487,19.2,5,0.368,0.9675,0.5,0.004028400771608524
Brand W,61171,421,30.6,1,0.8240000000000001,0.8025,0.0,0.004967713458992006
Brand C,66050,223,18.6,6,0.3440000000000001,0.3075,0.625,0.002447842543527631
Brand A,78331,315,29.9,4,0.7959999999999999,0.5375,0.375,0.0029294915167685847
Brand A,94574,352,34.0,4,0.96,0.63,0.375,0.0027132192780256726
Brand D,32484,308,33.3,9,0.9319999999999999,0.52,1.0,0.0069446496736855065
Brand Y,36529,126,20.5,3,0.42,0.065,0.25,0.002582879356128008
Brand E,76781,495,20.8,2,0.43200000000000005,0.9875,0.125,0.00459410531251221
Brand A,41868,189,28.9,4,0.7559999999999999,0.2225,0.375,0.0033670106047578095
Brand E,61652,470,15.5,2,0.22,0.925,0.125,0.005411827677934211
Brand E,87559,245,24.8,2,0.5920000000000001,0.3625,0.125,0.00204365056704622
Brand A,87942,170,34.8,4,0.9919999999999999,0.175,0.375,0.0014718791931045462
Brand X,50188,366,27.3,8,0.6920000000000001,0.665,0.875,0.005267992348768629
Brand C,94024,266,28.0,6,0.72,0.415,0.625,0.002069684335914235
Brand D,52998,386,30.7,9,0.828,0.715,1.0,0.005272085739084493
Brand B,93665,291,13.3,5,0.13200000000000003,0.4775,0.5,0.002217370415843698
Brand Z,73706,250,12.5,7,0.1,0.375,0.75,0.0024251756980435786
Brand D,76049,150,21.1,9,0.44400000000000006,0.125,1.0,0.0014639245749451012
Brand Z,58308,123,14.7,7,0.18799999999999997,0.0575,0.75,0.0015522741304795223
Brand A,41718,169,29.0,4,0.76,0.1725,0.375,0.0030442494846349296
Brand A,65943,388,10.8,4,0.03200000000000003,0.72,0.375,0.004167841924085953
Brand X,79055,124,11.6,8,0.06399999999999999,0.06,0.875,0.0011419897539687559
Brand A,35710,284,34.2,4,0.9680000000000001,0.46,0.375,0.0058543825259031075
Brand D,52546,134,34.4,9,0.976,0.085,1.0,0.0019815019221253757
Brand X,69384,335,17.7,8,0.308,0.5875,0.875,0.003456272339444252
Brand D,55716,195,13.6,9,0.144,0.2375,1.0,0.002523153133749731
Brand Z,42582,372,10.5,7,0.02,0.68,0.75,0.006189234887980836
Brand X,40594,343,16.0,8,0.24,0.6075,0.875,0.006032911267675026
Brand B,32807,179,30.2,5,0.8079999999999999,0.1975,0.5,0.004095467430731246
Brand C,76628,263,23.4,6,0.5359999999999999,0.4075,0.625,0.002494127472986376
Brand C,97573,190,29.7,6,0.7879999999999999,0.225,0.625,0.0014543982454162524
Brand X,71587,169,25.1,8,0.6040000000000001,0.1725,0.875,0.0017577213739924846
Brand W,35860,190,17.4,1,0.29599999999999993,0.225,0.0,0.0038544339096486338
Brand X,59949,264,29.0,8,0.76,0.41,0.875,0.0032277435820447374
Brand Y,95713,377,32.6,3,0.904,0.6925,0.25,0.002859381693186923
Brand W,74355,314,30.2,1,0.8079999999999999,0.535,0.0,0.0030779369242149145
Brand Y,90991,369,15.3,3,0.21200000000000002,0.6725,0.25,0.0028891868426547678
Brand Z,76463,300,21.6,7,0.4640000000000001,0.5,0.75,0.002831173247191452
Brand Z,61373,435,21.3,7,0.452,0.8375,0.75,0.005065582585175891
Brand W,76869,497,19.5,1,0.38,0.9925,0.0,0.004601985195592502
Brand A,36520,234,29.2,4,0.768,0.335,0.375,0.004725082146768893
Brand E,59473,474,22.9,2,0.5159999999999999,0.935,0.125,0.00569451683957426
Brand X,73744,220,33.9,8,0.956,0.3,0.875,0.0022262150141028423
Brand D,42753,231,12.4,9,0.09600000000000002,0.3275,1.0,0.0038692021612518417
Brand E,47278,165,29.3,2,0.772,0.1625,0.125,0.002628918312957401
Brand X,97117,456,30.0,8,0.8,0.89,0.875,0.0033794289362315557
Brand Y,62472,341,10.8,3,0.03200000000000003,0.6025,0.25,0.003872775003201434
Brand C,90747,257,14.9,6,0.196,0.3925,0.625,0.0020316925077413024
Brand Z,73334,299,10.1,7,0.003999999999999986,0.4975,0.75,0.002895382769247552
Brand B,76134,497,27.9,5,0.716,0.9925,0.5,0.004679512438595108
Brand E,79301,441,20.4,2,0.4159999999999999,0.8525,0.125,0.003969937327398141
Brand C,34348,384,28.7,6,0.748,0.71,0.625,0.00807645277745429
Brand B,81809,136,33.5,5,0.94,0.09,0.5,0.0012865332665110195
Brand Z,71884,178,16.9,7,0.27599999999999997,0.195,0.75,0.0018038784708697343
Brand X,55257,450,18.6,8,0.3440000000000001,0.875,0.875,0.005801617894565394
Brand X,77592,298,17.2,8,0.288,0.495,0.875,0.0027549231879575213
Brand C,31493,129,27.3,6,0.6920000000000001,0.0725,0.625,0.003127361635919093
Brand Z,63287,413,25.5,7,0.62,0.7825,0.75,0.004688956657765417
Brand C,31198,332,22.2,6,0.488,0.58,0.625,0.007662670684018206
Brand D,33962,309,25.0,9,0.6,0.5225,1.0,0.006589717920028266
Brand Y,82046,215,29.6,3,0.784,0.2875,0.25,0.0019425688028666846
Brand Z,63948,199,34.0,7,0.96,0.2475,0.75,0.0023378369925564518
Brand Y,72469,302,26.6,3,0.664,0.505,0.25,0.0030272254343236414
Brand X,77029,156,25.5,8,0.62,0.14,0.875,0.001516961144504018
Brand W,88900,226,29.5,1,0.78,0.315,0.0,0.0018790776152980875
Brand Z,67749,122,14.3,7,0.17200000000000004,0.055,0.75,0.0013238571787037446
Brand X,71731,390,12.8,8,0.11200000000000003,0.725,0.875,0.003859419219026641
Brand D,85972,151,31.3,9,0.852,0.1275,1.0,0.0013386916670543897
Brand X,32171,275,13.1,8,0.12399999999999999,0.4375,0.875,0.006105809580056573
Brand A,73830,490,17.3,4,0.29200000000000004,0.975,0.375,0.00471610456454016
Brand C,67518,195,27.2,6,0.688,0.2375,0.625,0.0021425397671731984
Brand D,69742,463,21.1,9,0.44400000000000006,0.9075,1.0,0.004737891084282068
Brand X,43706,127,32.9,8,0.9159999999999999,0.0675,0.875,0.002259872786345124
Brand D,91808,170,23.2,9,0.528,0.175,1.0,0.0013719937260369464
Brand C,83818,325,21.2,6,0.44799999999999995,0.5625,0.625,0.0027900928201579607
Brand D,56305,366,19.9,9,0.39599999999999996,0.665,1.0,0.004656247224935618
Brand B,57018,289,33.2,5,0.9280000000000002,0.4725,0.5,0.0037226840646813284
Brand X,40104,278,21.8,8,0.47200000000000003,0.445,0.875,0.0050154598045082785
Brand C,68852,336,16.2,6,0.24799999999999997,0.59,0.625,0.0034866089583454364
Brand W,82141,266,21.0,1,0.44,0.415,0.0,0.002343531245054236
Brand A,67295,176,31.7,4,0.868,0.19,0.375,0.0019720633033657774
Brand Z,46879,426,34.3,7,0.9719999999999999,0.815,0.75,0.0065805584590114975
Brand D,59172,377,32.9,9,0.9159999999999999,0.6925,1.0,0.004626681538565537
Brand A,38162,383,29.9,4,0.7959999999999999,0.7075,0.375,0.007260363712593678
Brand Y,33791,217,28.2,3,0.728,0.2925,0.25,0.004745642330798141
Brand Y,63133,484,19.4,3,0.37599999999999995,0.96,0.25,0.005458634945274261
Brand B,63170,376,10.8,5,0.03200000000000003,0.69,0.5,0.004217824916890929
Brand C,69084,479,10.7,6,0.027999999999999973,0.9475,0.625,0.004899976839789241
Brand A,83274,193,30.5,4,0.82,0.2325,0.375,0.0017322333501453035
Brand Y,92316,134,11.3,3,0.052000000000000025,0.085,0.25,0.0010527969149443216
Brand C,97138,281,24.9,6,0.596,0.4525,0.625,0.0021018550927546374
Brand A,75529,211,22.0,4,0.48,0.2775,0.375,0.002042923910021316
Brand Z,91613,430,33.6,7,0.9440000000000001,0.825,0.75,0.003395587962407082
Brand E,55348,140,28.2,2,0.728,0.1,0.125,0.0019234660692346605
Brand Z,30231,224,12.6,7,0.10399999999999998,0.31,0.75,0.005311766067943501
Brand E,44876,289,30.6,2,0.8240000000000001,0.4725,0.125,0.004712541224708084
Brand C,34771,427,15.5,6,0.22,0.8175,0.625,0.00872997612953323
Brand E,56471,304,26.8,2,0.672,0.51,0.125,0.00391067981795966
Brand A,39539,478,32.6,4,0.904,0.945,0.375,0.008709881382938362
Brand W,50645,273,20.7,1,0.428,0.4325,0.0,0.003895942343765426
Brand X,85149,219,26.0,8,0.64,0.2975,0.875,0.0018919775922206954
Brand Z,71680,149,21.0,7,0.44,0.1225,0.75,0.0015429687499999999
Brand E,34193,324,32.6,2,0.904,0.56,0.125,0.006918960021056941
Brand A,97040,345,12.7,4,0.10799999999999997,0.6125,0.375,0.0025279266281945587
Brand X,79141,179,25.8,8,0.632,0.1975,0.875,0.0016810502773530786
Brand W,83278,355,23.9,1,0.5559999999999999,0.6375,0.0,0.003070078532145344
Brand A,68672,383,32.3,4,0.8919999999999999,0.7075,0.375,0.004045171248835041
Brand X,98372,404,26.6,8,0.664,0.76,0.875,0.0029559224169479117
Brand B,86777,153,16.2,5,0.24799999999999997,0.1325,0.5,0.0012902036253846065
Brand E,37511,422,33.8,2,0.9519999999999998,0.805,0.125,0.008145344032417156
Brand Y,98853,344,11.2,3,0.04799999999999997,0.61,0.25,0.00246993009822666
Brand Y,38445,453,26.5,3,0.66,0.8825,0.25,0.008454935622317595
Brand Y,74350,225,20.4,3,0.4159999999999999,0.3125,0.25,0.002200672494956288
Brand Y,92655,202,25.4,3,0.616,0.255,0.25,0.0016083319842426203
Brand E,43652,394,27.3,2,0.6920000000000001,0.735,0.125,0.006505772931366259
Brand B,81046,479,25.1,5,0.6040000000000001,0.9475,0.5,0.004230066875601509
Brand B,35820,108,21.3,5,0.452,0.02,0.5,0.00228894472361809
Brand Z,86749,106,17.7,7,0.308,0.015,0.75,0.0009165523521884977
Brand B,37340,303,33.7,5,0.9480000000000001,0.5075,0.5,0.005950990894483128
Brand Y,76746,426,28.9,3,0.7559999999999999,0.815,0.25,0.003998514580564459
Brand A,64870,359,25.8,4,0.632,0.6475,0.375,0.003993217203638045
Brand D,88226,206,30.6,9,0.8240000000000001,0.265,1.0,0.0017384897875909594
Brand E,30252,212,33.9,2,0.956,0.28,0.125,0.005241636916567498
Brand Z,78717,387,17.6,7,0.30400000000000005,0.7175,0.75,0.003508517855101185
Brand Z,45733,121,12.0,7,0.08,0.0525,0.75,0.001930772090175584
Brand D,73052,108,19.4,9,0.37599999999999995,0.02,1.0,0.001114548540765482
Brand X,65238,259,20.0,8,0.4,0.3975,0.875,0.002871026089089181
Brand B,67611,177,12.4,5,0.09600000000000002,0.1925,0.5,0.0018875626747126945
Brand C,41340,382,12.1,6,0.08399999999999999,0.705,0.625,0.006556119980648282
Brand A,83057,263,20.6,4,0.42400000000000004,0.4075,0.375,0.0022909568127912157
Brand Z,53350,372,29.7,7,0.7879999999999999,0.68,0.75,0.005047985004686036
Brand Z,39647,393,10.9,7,0.03600000000000001,0.7325,0.75,0.007021212197644209
Brand Y,99147,164,33.2,3,0.9280000000000002,0.16,0.25,0.00125833358548418
Brand X,82184,361,28.2,8,0.728,0.6525,0.875,0.0031777474934293775
Brand D,57966,120,25.4,9,0.616,0.05,1.0,0.0015805817203188076
Brand A,51045,206,29.5,4,0.78,0.265,0.375,0.0029983348026251344
Brand Z,99858,485,23.4,7,0.5359999999999999,0.9625,0.75,0.0034701275811652543
Brand C,34841,299,29.7,6,0.7879999999999999,0.4975,0.625,0.006263023449384345
Brand C,59766,285,32.8,6,0.9119999999999999,0.4625,0.625,0.003502660375464311
Brand D,81649,229,29.6,9,0.784,0.3225,1.0,0.002072040073975186
Brand D,34278,202,26.7,9,0.6679999999999999,0.255,1.0,0.004358772390454518
Brand B,70338,187,16.5,5,0.26,0.2175,0.5,0.0019313884386817936
Brand C,65119,253,29.8,6,0.792,0.3825,0.625,0.002856923478554646
Brand W,81280,124,20.9,1,0.43599999999999994,0.06,0.0,0.0011450541338582677
Brand W,63712,398,27.3,1,0.6920000000000001,0.745,0.0,0.00450134982420894
Brand C,51615,228,32.5,6,0.9,0.32,0.625,0.003281022958442313
Brand E,38196,387,23.1,2,0.524,0.7175,0.125,0.007273798303487276
Brand B,72743,398,14.8,5,0.19200000000000003,0.745,0.5,0.00389095858020703
Brand W,66725,229,17.9,1,0.31599999999999995,0.3225,0.0,0.0024828774822030723
Brand C,78942,266,23.0,6,0.52,0.415,0.625,0.002446099668110765
Brand D,45467,191,22.1,9,0.48400000000000004,0.2275,1.0,0.0030864143224756412
Brand W,48206,497,21.6,1,0.4640000000000001,0.9925,0.0,0.007351367049744845
Brand W,31700,491,12.3,1,0.09200000000000003,0.9775,0.0,0.010958675078864354
Brand Z,71118,415,32.7,7,0.9080000000000001,0.7875,0.75,0.00422270030090835
Brand A,89443,145,32.4,4,0.8959999999999999,0.1125,0.375,0.0012434734970875306
Brand E,30203,338,18.0,2,0.32,0.595,0.125,0.008012449094460816
Brand Z,54315,471,32.6,7,0.904,0.9275,0.75,0.006250207125103562
Brand E,74860,108,19.8,2,0.392,0.02,0.125,0.0010892332353726955
Brand X,95989,281,30.3,8,0.812,0.4525,0.875,0.0021438914875662836
Brand W,94717,185,10.5,1,0.02,0.2125,0.0,0.0014004877688271378
Brand E,35928,474,31.7,2,0.868,0.935,0.125,0.009499832999331995
Brand X,31478,246,20.7,8,0.428,0.365,0.875,0.005667767964927886
Brand E,37685,433,24.4,2,0.576,0.8325,0.125,0.008237229666976249
Brand Y,69899,408,15.7,3,0.22799999999999998,0.77,0.25,0.004153278301549377
Brand B,73478,389,27.6,5,0.7040000000000001,0.7225,0.5,0.0038185579357086466
Brand C,78914,356,31.5,6,0.86,0.64,0.625,0.0032776186734926626
Brand Z,65907,105,25.0,7,0.6,0.0125,0.75,0.0012290045063498567
Brand X,74078,474,22.8,8,0.512,0.935,0.875,0.0045713977159210556
Brand A,90837,346,12.9,4,0.11600000000000002,0.615,0.375,0.0027089181721104837
Brand Z,68031,152,33.2,7,0.9280000000000002,0.13,0.75,0.0017103967309020885
Brand E,99189,346,14.1,2,0.16399999999999998,0.615,0.125,0.002484448880420208
Brand B,78929,139,24.7,5,0.588,0.0975,0.5,0.0013266353304868931
Brand Z,99855,397,33.3,7,0.9319999999999999,0.7425,0.75,0.002883080466676681
Brand B,71179,427,34.6,5,0.9840000000000001,0.8175,0.5,0.004345101785639022
Brand W,91224,357,12.9,1,0.11600000000000002,0.6425,0.0,0.0027818337279663244
Brand Y,68928,152,18.3,3,0.332,0.13,0.25,0.0016232880687093777
Brand Y,79836,392,19.2,3,0.368,0.73,0.25,0.0035091938473871434
Brand A,43088,138,25.1,4,0.6040000000000001,0.095,0.375,0.002416682138878574
Brand D,79814,458,15.0,9,0.2,0.895,1.0,0.004073220237051143
Brand A,76178,356,29.1,4,0.764,0.64,0.375,0.0033858856887815383
Brand D,95419,189,31.6,9,0.8640000000000001,0.2225,1.0,0.001485867594504239
Brand A,47514,252,27.5,4,0.7,0.38,0.375,0.0038862230079555493
Brand X,92904,142,31.3,8,0.852,0.105,0.875,0.0011709937139412726
Brand Z,67212,124,27.8,7,0.7120000000000001,0.06,0.75,0.001415521037909897
Brand A,94245,269,25.4,4,0.616,0.4225,0.375,0.0020788370735848054
Brand Y,77532,293,16.2,3,0.24799999999999997,0.4825,0.25,0.002708043130578342
Brand C,74451,138,31.9,6,0.8759999999999999,0.095,0.625,0.0014260386025708182
Brand E,32663,398,23.8,2,0.552,0.745,0.125,0.008748124789517189
Brand Z,44861,119,24.6,7,0.5840000000000001,0.0475,0.75,0.002021354851652883
Brand Z,79638,455,28.2,7,0.728,0.8875,0.75,0.004105577739270197
Brand W,44180,149,21.4,1,0.45599999999999996,0.1225,0.0,0.002506111362607515
Brand C,49038,369,21.5,6,0.46,0.6725,0.625,0.005398874342346751
Brand Y,43913,178,18.3,3,0.332,0.195,0.25,0.00296244847767176
Brand E,83824,450,32.5,2,0.9,0.875,0.125,0.0038741887764840617
Brand D,81536,307,27.0,9,0.68,0.5175,1.0,0.0027349882260596543
Brand B,47201,429,27.2,5,0.688,0.8225,0.5,0.006535031037478019
Brand E,57805,365,12.6,2,0.10399999999999998,0.6625,0.125,0.004485425136233889
Brand B,52505,292,16.8,5,0.272,0.48,0.5,0.00398895343300638
Brand W,61986,373,21.6,1,0.4640000000000001,0.6825,0.0,0.004316781208660019
Brand Z,40995,378,24.3,7,0.5720000000000001,0.695,0.75,0.006632272228320526
Brand E,90730,427,15.3,2,0.21200000000000002,0.8175,0.125,0.0033449796098313674
Brand B,60261,363,18.0,5,0.32,0.6575,0.5,0.0043062677353512225
Brand W,65526,229,15.1,1,0.204,0.3225,0.0,0.0025154900344901256
Brand E,38982,438,19.3,2,0.37200000000000005,0.845,0.125,0.008013698630136986
Brand A,86179,289,26.0,4,0.64,0.4725,0.375,0.0024379489202705994
Brand A,74111,399,34.5,4,0.98,0.7475,0.375,0.003908326699140478
Brand Y,67017,214,23.7,3,0.5479999999999999,0.285,0.25,0.0023413462255845526
Brand A,66041,326,16.6,4,0.26400000000000007,0.565,0.375,0.003530836904347299
Brand E,66698,398,22.5,2,0.5,0.745,0.125,0.0042782392275630445
Brand W,36407,400,29.7,1,0.7879999999999999,0.75,0.0,0.007935561842502816
Brand B,50006,425,33.3,5,0.9319999999999999,0.8125,0.5,0.006149062112546495
Brand E,31197,166,20.0,2,0.4,0.165,0.125,0.003917043305446036
Brand C,66704,496,21.8,6,0.47200000000000003,0.99,0.625,0.005303130247061646
Brand B,58979,496,29.8,5,0.792,0.99,0.5,0.006038420454738127
Brand X,68104,348,27.0,8,0.68,0.62,0.875,0.003695818160460472
Brand B,92533,131,26.0,5,0.64,0.0775,0.5,0.0010752920579685083
Brand W,73853,467,14.9,1,0.196,0.9175,0.0,0.00448688611160007
Brand D,83877,126,32.5,9,0.9,0.065,1.0,0.0011677813941843413
Brand D,50375,444,22.7,9,0.508,0.86,1.0,0.006304913151364763
Brand C,41812,329,33.6,6,0.9440000000000001,0.5725,0.625,0.005749067253420071
Brand Y,58179,412,13.0,3,0.12,0.78,0.25,0.0050241496072466005
Brand W,65631,448,28.5,1,0.74,0.87,0.0,0.004908503603480063
Brand C,58343,185,13.9,6,0.15600000000000003,0.2125,0.625,0.002291106045283924
Brand X,96409,362,22.7,8,0.508,0.655,0.875,0.0026990218755510377
Brand B,48847,478,15.4,5,0.21600000000000003,0.945,0.5,0.006944541118185353
Brand Y,78694,441,33.4,3,0.9359999999999999,0.8525,0.25,0.004050118179276692
Brand Y,49801,312,33.2,3,0.9280000000000002,0.53,0.25,0.004585450091363627
Brand D,45335,397,33.9,9,0.956,0.7425,1.0,0.006354251681923459
Brand E,32430,309,12.1,2,0.08399999999999999,0.5225,0.125,0.006781683626271969
Brand B,98064,329,31.8,5,0.872,0.5725,0.5,0.002445749714472181
Brand C,87275,216,22.8,6,0.512,0.29,0.625,0.0018108278430249212
Brand A,98802,401,25.0,4,0.6,0.7525,0.375,0.0029169450011133375
Brand B,52256,297,30.1,5,0.804,0.4925,0.5,0.004151293631353337
Brand Z,96902,239,15.7,7,0.22799999999999998,0.3475,0.75,0.0017750923613547708
Brand E,95399,474,11.4,2,0.056000000000000015,0.935,0.125,0.0035138733110409957
Brand C,60855,293,16.9,6,0.27599999999999997,0.4825,0.625,0.003453619258894092
Brand C,51127,281,15.3,6,0.21200000000000002,0.4525,0.625,0.00393705869697029
Brand B,54795,267,20.3,5,0.41200000000000003,0.4175,0.5,0.0035220366821790304
Brand X,54119,252,15.9,8,0.23600000000000002,0.38,0.875,0.003347622831168351
Brand X,57501,429,33.1,8,0.924,0.8225,0.875,0.005395210518077946
Brand D,94023,422,21.2,9,0.44799999999999995,0.805,1.0,0.003209427480510088
Brand C,57088,187,26.9,6,0.6759999999999999,0.2175,0.625,0.0024343119394618835
Brand A,86984,126,18.2,4,0.32799999999999996,0.065,0.375,0.0010767497470799226
Brand D,64732,386,33.4,9,0.9359999999999999,0.715,1.0,0.004328925415559537
Brand X,31892,344,15.7,8,0.22799999999999998,0.61,0.875,0.007698168819766712
Brand Z,31159,480,20.4,7,0.4159999999999999,0.95,0.75,0.01097981321608524
Brand A,42283,473,23.9,4,0.5559999999999999,0.9325,0.375,0.008000141901000402
Brand C,48723,237,12.6,6,0.10399999999999998,0.3425,0.625,0.0034825441783141427
Brand A,69846,152,13.7,4,0.14799999999999996,0.13,0.375,0.0015821951149672135
Brand Z,46725,161,14.7,7,0.18799999999999997,0.1525,0.75,0.0025063670411985014
Brand B,86990,174,10.4,5,0.016000000000000014,0.185,0.5,0.0014360271295551213
Brand X,40206,385,32.0,8,0.88,0.7125,0.875,0.006941749987564046
Brand X,86117,212,27.8,8,0.7120000000000001,0.28,0.875,0.0018200819814902978
Brand X,81274,355,29.5,8,0.78,0.6375,0.875,0.003166449294977483
Brand X,30183,415,21.0,8,0.44,0.7875,0.875,0.009833349898949741
Brand Z,34535,196,15.2,7,0.20799999999999996,0.24,0.75,0.004104821195888229
Brand C,35215,377,25.3,6,0.612,0.6925,0.625,0.0077094987931279274
Brand E,72980,294,21.8,2,0.47200000000000003,0.485,0.125,0.0029095642641819674
Brand Z,55921,443,11.0,7,0.04,0.8575,0.75,0.005604334686432646
Brand B,95051,225,12.4,5,0.09600000000000002,0.3125,0.5,0.0016961420710986733
